MEP	ECMp	Ligand	Spot Cell Count	2N DNA Proportion	EdU+ Proportion
BGN_IL15|IL15S48AA	BGN	IL15|IL15S48AA	8.837	1.5913	-2.5771
CD44|1_IL15|IL15S48AA	CD44|1	IL15|IL15S48AA	8.527	1.5356	-2.2727
CDH15_IL15|IL15S48AA	CDH15	IL15|IL15S48AA	8.701	1.5859	-2.5769
CDH1|1_IL15|IL15S48AA	CDH1|1	IL15|IL15S48AA	8.615	1.4541	-2.4688
CDH20_IL15|IL15S48AA	CDH20	IL15|IL15S48AA	8.69	1.6403	-2.3787
CDH3|1_IL15|IL15S48AA	CDH3|1	IL15|IL15S48AA	8.729	1.4872	-2.5555
CDH6|1_IL15|IL15S48AA	CDH6|1	IL15|IL15S48AA	8.702	1.186	-2.4298
CDH8_IL15|IL15S48AA	CDH8	IL15|IL15S48AA	8.748	1.2122	-2.3892
CEACAM6_IL15|IL15S48AA	CEACAM6	IL15|IL15S48AA	8.638	1.3275	-2.3742
COL1_IL15|IL15S48AA	COL1	IL15|IL15S48AA	8.606	1.2359	-2.3619
COL23A1|1_IL15|IL15S48AA	COL23A1|1	IL15|IL15S48AA	8.715	1.3228	-2.2932
COL2A1|2_IL15|IL15S48AA	COL2A1|2	IL15|IL15S48AA	8.628	1.2216	-2.5625
COL3A1|1_IL15|IL15S48AA	COL3A1|1	IL15|IL15S48AA	8.748	1.3061	-2.3284
COL4_IL15|IL15S48AA	COL4	IL15|IL15S48AA	8.756	1.5213	-2.5008
COL5A1_IL15|IL15S48AA	COL5A1	IL15|IL15S48AA	8.621	1.2312	-2.3378
DCN|A_IL15|IL15S48AA	DCN|A	IL15|IL15S48AA	8.651	1.3449	-2.4065
DSG2_IL15|IL15S48AA	DSG2	IL15|IL15S48AA	8.871	1.4285	-2.4381
ECM1|1_IL15|IL15S48AA	ECM1|1	IL15|IL15S48AA	8.587	1.339	-2.4761
ELN|3_IL15|IL15S48AA	ELN|3	IL15|IL15S48AA	7.552	1.7507	-2.1462
FBN1_IL15|IL15S48AA	FBN1	IL15|IL15S48AA	8.737	1.5468	-2.5844
FN1|1_IL15|IL15S48AA	FN1|1	IL15|IL15S48AA	8.834	1.4931	-2.3595
GAP43|1_IL15|IL15S48AA	GAP43|1	IL15|IL15S48AA	8.647	1.3915	-2.6248
HA<500kDa_IL15|IL15S48AA	HA<500kDa	IL15|IL15S48AA	8.763	1.4637	-2.5876
HA>500kDa_IL15|IL15S48AA	HA>500kDa	IL15|IL15S48AA	8.72	1.3666	-2.2333
ICAM1_IL15|IL15S48AA	ICAM1	IL15|IL15S48AA	8.673	1.4218	-2.371
ITGA10B1_IL15|IL15S48AA	ITGA10B1	IL15|IL15S48AA	8.738	1.4605	-2.4378
ITGA2B1_IL15|IL15S48AA	ITGA2B1	IL15|IL15S48AA	8.545	1.4562	-2.4911
ITGA3B1_IL15|IL15S48AA	ITGA3B1	IL15|IL15S48AA	8.624	1.3388	-2.6494
ITGA4B1_IL15|IL15S48AA	ITGA4B1	IL15|IL15S48AA	8.764	1.3111	-2.396
ITGA6B4_IL15|IL15S48AA	ITGA6B4	IL15|IL15S48AA	8.692	1.5448	-2.7443
ITGA9B1_IL15|IL15S48AA	ITGA9B1	IL15|IL15S48AA	8.622	1.5057	-2.364
ITGAMB2_IL15|IL15S48AA	ITGAMB2	IL15|IL15S48AA	8.589	1.4179	-2.3946
ITGAVB6_IL15|IL15S48AA	ITGAVB6	IL15|IL15S48AA	8.709	1.6305	-2.6194
LAMB1_IL15|IL15S48AA	LAMB1	IL15|IL15S48AA	8.629	1.4165	-2.4942
LUM_IL15|IL15S48AA	LUM	IL15|IL15S48AA	8.65	1.5566	-2.5406
Laminin3B32_IL15|IL15S48AA	Laminin3B32	IL15|IL15S48AA	8.742	1.4176	-2.5377
NID1|1_IL15|IL15S48AA	NID1|1	IL15|IL15S48AA	8.373	1.814	-1.956
OMD_IL15|IL15S48AA	OMD	IL15|IL15S48AA	8.837	1.5764	-2.5041
PECAM1|Long_IL15|IL15S48AA	PECAM1|Long	IL15|IL15S48AA	8.738	1.556	-2.555
POSTN|1_IL15|IL15S48AA	POSTN|1	IL15|IL15S48AA	8.554	1.2549	-2.5028
SPARC_IL15|IL15S48AA	SPARC	IL15|IL15S48AA	8.743	1.6265	-2.3935
SPP1|A_IL15|IL15S48AA	SPP1|A	IL15|IL15S48AA	8.809	1.4716	-2.5297
THBS1|1_IL15|IL15S48AA	THBS1|1	IL15|IL15S48AA	8.982	2.0638	-2.7208
TNC|1_IL15|IL15S48AA	TNC|1	IL15|IL15S48AA	8.899	1.7246	-2.5441
VCAM1|1_IL15|IL15S48AA	VCAM1|1	IL15|IL15S48AA	8.797	1.2734	-2.3924
VTN_IL15|IL15S48AA	VTN	IL15|IL15S48AA	8.676	1.2261	-2.4616
ALCAM|1_IL1B	ALCAM|1	IL1B	8.776	1.3459	-2.4197
BCAN|1_IL1B	BCAN|1	IL1B	8.809	1.3964	-2.5358
BGN_IL1B	BGN	IL1B	8.728	1.3801	-2.6988
CD44|1_IL1B	CD44|1	IL1B	8.724	1.3603	-2.4524
CDH15_IL1B	CDH15	IL1B	8.548	1.227	-2.5679
CDH1|1_IL1B	CDH1|1	IL1B	8.649	1.2772	-2.5759
CDH20_IL1B	CDH20	IL1B	8.779	1.3747	-2.4941
CDH3|1_IL1B	CDH3|1	IL1B	8.585	1.3987	-2.6506
CDH6|1_IL1B	CDH6|1	IL1B	8.798	1.254	-2.5085
CDH8_IL1B	CDH8	IL1B	8.688	1.19	-2.6604
CEACAM6_IL1B	CEACAM6	IL1B	8.683	1.3322	-2.5396
COL1_IL1B	COL1	IL1B	8.749	1.3748	-2.4947
COL23A1|1_IL1B	COL23A1|1	IL1B	8.789	1.2934	-2.5135
COL2A1|2_IL1B	COL2A1|2	IL1B	8.745	1.2624	-2.5676
COL3A1|1_IL1B	COL3A1|1	IL1B	8.845	1.3686	-2.4102
COL4_IL1B	COL4	IL1B	9.119	1.6477	-2.4826
COL5A1_IL1B	COL5A1	IL1B	8.79	1.2777	-2.528
DCN|A_IL1B	DCN|A	IL1B	8.754	1.4416	-2.5499
DSG2_IL1B	DSG2	IL1B	8.57	1.3775	-2.4497
ECM1|1_IL1B	ECM1|1	IL1B	8.745	1.2345	-2.3923
ELN|3_IL1B	ELN|3	IL1B	7.845	1.4004	-2.1543
FBN1_IL1B	FBN1	IL1B	8.784	1.4695	-2.46
FN1|1_IL1B	FN1|1	IL1B	8.823	1.6011	-2.4505
GAP43|1_IL1B	GAP43|1	IL1B	8.677	1.2644	-2.4964
HA<500kDa_IL1B	HA<500kDa	IL1B	8.821	1.1936	-2.6933
HA>500kDa_IL1B	HA>500kDa	IL1B	8.644	1.4801	-2.5866
ICAM1_IL1B	ICAM1	IL1B	8.767	1.2968	-2.3462
ITGA10B1_IL1B	ITGA10B1	IL1B	8.641	1.493	-2.6933
ITGA2B1_IL1B	ITGA2B1	IL1B	8.686	1.4803	-2.6122
ITGA3B1_IL1B	ITGA3B1	IL1B	8.673	1.4257	-2.6137
ITGA4B1_IL1B	ITGA4B1	IL1B	8.677	1.3728	-2.6862
ITGA6B4_IL1B	ITGA6B4	IL1B	8.622	1.4558	-2.4921
ITGA9B1_IL1B	ITGA9B1	IL1B	8.684	1.283	-2.5905
ITGAMB2_IL1B	ITGAMB2	IL1B	8.733	1.4074	-2.6227
ITGAVB6_IL1B	ITGAVB6	IL1B	8.772	1.4486	-2.4837
LAMB1_IL1B	LAMB1	IL1B	8.726	1.3964	-2.613
LUM_IL1B	LUM	IL1B	8.985	1.665	-2.6822
Laminin3B32_IL1B	Laminin3B32	IL1B	8.87	1.3675	-2.6744
NID1|1_IL1B	NID1|1	IL1B	8.096	1.8278	-1.9343
OMD_IL1B	OMD	IL1B	8.817	1.4425	-2.8118
PECAM1|Long_IL1B	PECAM1|Long	IL1B	8.705	1.248	-2.5049
POSTN|1_IL1B	POSTN|1	IL1B	8.586	1.3552	-2.5383
SPARC_IL1B	SPARC	IL1B	8.762	1.4725	-2.5551
SPP1|A_IL1B	SPP1|A	IL1B	8.624	1.5049	-2.514
THBS1|1_IL1B	THBS1|1	IL1B	8.813	1.8789	-2.7002
TNC|1_IL1B	TNC|1	IL1B	8.838	1.5017	-2.6593
VCAM1|1_IL1B	VCAM1|1	IL1B	8.697	1.3774	-2.6451
VTN_IL1B	VTN	IL1B	8.62	1.2289	-2.5475
ALCAM|1_IL6	ALCAM|1	IL6	8.667	1.4007	-2.4738
BCAN|1_IL6	BCAN|1	IL6	8.84	1.2044	-2.549
BGN_IL6	BGN	IL6	8.806	1.1453	-2.4621
CD44|1_IL6	CD44|1	IL6	8.755	1.2539	-2.423
CDH15_IL6	CDH15	IL6	8.774	1.4622	-2.494
CDH1|1_IL6	CDH1|1	IL6	8.735	1.2183	-2.5525
CDH20_IL6	CDH20	IL6	8.893	1.2849	-2.4522
CDH3|1_IL6	CDH3|1	IL6	8.709	1.2978	-2.4735
CDH6|1_IL6	CDH6|1	IL6	8.845	1.1158	-2.317
CDH8_IL6	CDH8	IL6	8.89	1.149	-2.2884
CEACAM6_IL6	CEACAM6	IL6	8.864	1.3211	-2.6386
COL1_IL6	COL1	IL6	8.972	1.1785	-2.2405
COL23A1|1_IL6	COL23A1|1	IL6	8.815	0.9408	-2.2653
COL2A1|2_IL6	COL2A1|2	IL6	8.813	1.1752	-2.5487
COL3A1|1_IL6	COL3A1|1	IL6	8.769	1.2238	-2.4565
COL4_IL6	COL4	IL6	9.166	1.2898	-2.5245
COL5A1_IL6	COL5A1	IL6	8.845	0.9695	-2.4254
DCN|A_IL6	DCN|A	IL6	8.654	1.1135	-2.2464
DSG2_IL6	DSG2	IL6	8.92	1.3252	-2.4468
ECM1|1_IL6	ECM1|1	IL6	8.902	1.023	-2.255
ELN|3_IL6	ELN|3	IL6	8.188	1.2127	-1.8567
FBN1_IL6	FBN1	IL6	8.967	1.2481	-2.386
FN1|1_IL6	FN1|1	IL6	8.822	1.4246	-2.5529
GAP43|1_IL6	GAP43|1	IL6	8.633	1.1258	-2.5009
HA<500kDa_IL6	HA<500kDa	IL6	8.693	1.2923	-2.6774
HA>500kDa_IL6	HA>500kDa	IL6	8.662	1.3427	-2.3221
ICAM1_IL6	ICAM1	IL6	8.726	1.1673	-2.2507
ITGA10B1_IL6	ITGA10B1	IL6	8.973	1.1777	-2.4481
ITGA2B1_IL6	ITGA2B1	IL6	8.872	1.0892	-2.444
ITGA3B1_IL6	ITGA3B1	IL6	8.731	1.2133	-2.3284
ITGA4B1_IL6	ITGA4B1	IL6	8.721	1.128	-2.4005
ITGA6B4_IL6	ITGA6B4	IL6	8.668	1.2632	-2.5526
ITGA9B1_IL6	ITGA9B1	IL6	8.609	1.2523	-2.2862
ITGAMB2_IL6	ITGAMB2	IL6	8.866	1.3537	-2.5108
ITGAVB6_IL6	ITGAVB6	IL6	8.674	1.3348	-2.4728
LAMB1_IL6	LAMB1	IL6	8.772	1.2118	-2.3997
LUM_IL6	LUM	IL6	8.984	1.0669	-2.4822
Laminin3B32_IL6	Laminin3B32	IL6	8.642	1.3247	-2.6961
NID1|1_IL6	NID1|1	IL6	7.965	1.839	-1.1335
OMD_IL6	OMD	IL6	9.009	1.3735	-2.6427
PECAM1|Long_IL6	PECAM1|Long	IL6	8.722	1.297	-2.4477
POSTN|1_IL6	POSTN|1	IL6	8.802	1.1868	-2.629
SPARC_IL6	SPARC	IL6	8.722	1.1992	-2.4148
SPP1|A_IL6	SPP1|A	IL6	8.554	1.2504	-2.4398
THBS1|1_IL6	THBS1|1	IL6	8.855	1.6138	-2.8412
TNC|1_IL6	TNC|1	IL6	8.842	1.4885	-2.6178
VCAM1|1_IL6	VCAM1|1	IL6	8.731	1.2174	-2.5657
VTN_IL6	VTN	IL6	8.536	1.1029	-2.5999
ALCAM|1_IL7|1	ALCAM|1	IL7|1	8.707	1.6072	-2.4724
BCAN|1_IL7|1	BCAN|1	IL7|1	8.586	1.4332	-2.688
BGN_IL7|1	BGN	IL7|1	8.755	1.4002	-2.538
CD44|1_IL7|1	CD44|1	IL7|1	8.718	1.3539	-2.5053
CDH15_IL7|1	CDH15	IL7|1	8.746	1.3838	-2.3339
CDH1|1_IL7|1	CDH1|1	IL7|1	8.642	1.5063	-2.3706
CDH20_IL7|1	CDH20	IL7|1	8.641	1.501	-2.3872
CDH3|1_IL7|1	CDH3|1	IL7|1	8.565	1.5893	-2.3915
CDH6|1_IL7|1	CDH6|1	IL7|1	8.659	1.275	-2.4654
CDH8_IL7|1	CDH8	IL7|1	8.397	0.9521	-2.2011
CEACAM6_IL7|1	CEACAM6	IL7|1	8.64	1.4273	-2.6382
COL1_IL7|1	COL1	IL7|1	8.692	1.3605	-2.3364
COL23A1|1_IL7|1	COL23A1|1	IL7|1	8.667	1.4847	-2.4248
COL2A1|2_IL7|1	COL2A1|2	IL7|1	8.61	1.4763	-2.4665
COL3A1|1_IL7|1	COL3A1|1	IL7|1	8.612	1.1479	-2.2849
COL4_IL7|1	COL4	IL7|1	8.709	1.591	-2.505
COL5A1_IL7|1	COL5A1	IL7|1	8.693	1.2133	-2.4093
DCN|A_IL7|1	DCN|A	IL7|1	8.529	1.2675	-2.4102
DSG2_IL7|1	DSG2	IL7|1	8.77	1.4708	-2.5132
ECM1|1_IL7|1	ECM1|1	IL7|1	8.727	1.5398	-2.4833
ELN|3_IL7|1	ELN|3	IL7|1	7.564	1.1542	-1.7833
FBN1_IL7|1	FBN1	IL7|1	8.769	1.6128	-2.6202
FN1|1_IL7|1	FN1|1	IL7|1	8.62	1.4674	-2.4833
GAP43|1_IL7|1	GAP43|1	IL7|1	8.652	1.3577	-2.3547
HA<500kDa_IL7|1	HA<500kDa	IL7|1	8.628	1.3404	-2.4505
HA>500kDa_IL7|1	HA>500kDa	IL7|1	8.571	1.4334	-2.444
ICAM1_IL7|1	ICAM1	IL7|1	8.706	1.5572	-2.4873
ITGA10B1_IL7|1	ITGA10B1	IL7|1	8.51	1.4267	-2.4031
ITGA2B1_IL7|1	ITGA2B1	IL7|1	8.61	1.4961	-2.4007
ITGA3B1_IL7|1	ITGA3B1	IL7|1	8.641	1.3184	-2.4351
ITGA4B1_IL7|1	ITGA4B1	IL7|1	8.526	1.518	-2.4886
ITGA6B4_IL7|1	ITGA6B4	IL7|1	8.553	1.555	-2.54
ITGA9B1_IL7|1	ITGA9B1	IL7|1	8.511	1.2954	-2.413
ITGAMB2_IL7|1	ITGAMB2	IL7|1	8.537	1.2977	-2.476
ITGAVB6_IL7|1	ITGAVB6	IL7|1	8.717	1.335	-2.4887
LAMB1_IL7|1	LAMB1	IL7|1	8.614	1.5155	-2.4031
LUM_IL7|1	LUM	IL7|1	8.766	1.3036	-2.4223
Laminin3B32_IL7|1	Laminin3B32	IL7|1	8.539	1.2926	-2.4293
NID1|1_IL7|1	NID1|1	IL7|1	6.763	1.5546	-1.5282
OMD_IL7|1	OMD	IL7|1	8.646	1.4968	-2.4663
PECAM1|Long_IL7|1	PECAM1|Long	IL7|1	8.611	1.3617	-2.3567
POSTN|1_IL7|1	POSTN|1	IL7|1	8.537	1.5717	-2.4944
SPARC_IL7|1	SPARC	IL7|1	8.656	1.5601	-2.5367
SPP1|A_IL7|1	SPP1|A	IL7|1	8.577	1.4105	-2.3848
THBS1|1_IL7|1	THBS1|1	IL7|1	8.684	1.8524	-2.6795
TNC|1_IL7|1	TNC|1	IL7|1	8.605	1.6328	-2.6757
VCAM1|1_IL7|1	VCAM1|1	IL7|1	8.575	1.4938	-2.2614
VTN_IL7|1	VTN	IL7|1	8.609	1.118	-2.4478
ALCAM|1_JAG1|1	ALCAM|1	JAG1|1	8.731	1.2609	-2.3823
BCAN|1_JAG1|1	BCAN|1	JAG1|1	8.67	1.0881	-2.6446
BGN_JAG1|1	BGN	JAG1|1	8.778	1.2453	-2.391
CD44|1_JAG1|1	CD44|1	JAG1|1	8.73	1.2147	-2.5328
CDH15_JAG1|1	CDH15	JAG1|1	8.483	1.2697	-2.6811
CDH1|1_JAG1|1	CDH1|1	JAG1|1	8.698	1.1784	-2.3798
CDH20_JAG1|1	CDH20	JAG1|1	8.729	1.3339	-2.4381
CDH3|1_JAG1|1	CDH3|1	JAG1|1	8.644	1.4591	-2.5873
CDH6|1_JAG1|1	CDH6|1	JAG1|1	8.687	1.3314	-2.6443
CDH8_JAG1|1	CDH8	JAG1|1	8.791	1.1115	-2.4279
CEACAM6_JAG1|1	CEACAM6	JAG1|1	8.753	1.3288	-2.4004
COL1_JAG1|1	COL1	JAG1|1	8.913	1.1876	-2.6304
COL23A1|1_JAG1|1	COL23A1|1	JAG1|1	8.709	1.3399	-2.5004
COL2A1|2_JAG1|1	COL2A1|2	JAG1|1	8.671	1.161	-2.433
COL3A1|1_JAG1|1	COL3A1|1	JAG1|1	8.829	1.1249	-2.3341
COL4_JAG1|1	COL4	JAG1|1	9.01	1.2583	-2.522
COL5A1_JAG1|1	COL5A1	JAG1|1	8.699	1.1228	-2.4876
DCN|A_JAG1|1	DCN|A	JAG1|1	8.716	1.2119	-2.5055
DSG2_JAG1|1	DSG2	JAG1|1	8.852	1.4632	-2.3789
ECM1|1_JAG1|1	ECM1|1	JAG1|1	8.761	1.1381	-2.2964
ELN|3_JAG1|1	ELN|3	JAG1|1	8.529	1.3274	-2.0508
FBN1_JAG1|1	FBN1	JAG1|1	8.788	1.4388	-2.7927
FN1|1_JAG1|1	FN1|1	JAG1|1	8.765	1.5332	-2.7529
GAP43|1_JAG1|1	GAP43|1	JAG1|1	8.535	1.3777	-2.4275
HA<500kDa_JAG1|1	HA<500kDa	JAG1|1	8.619	1.4991	-2.6754
HA>500kDa_JAG1|1	HA>500kDa	JAG1|1	8.531	1.3548	-2.2963
ICAM1_JAG1|1	ICAM1	JAG1|1	8.795	1.2341	-2.2872
ITGA10B1_JAG1|1	ITGA10B1	JAG1|1	8.759	1.4234	-2.6021
ITGA2B1_JAG1|1	ITGA2B1	JAG1|1	8.593	1.4154	-2.436
ITGA3B1_JAG1|1	ITGA3B1	JAG1|1	8.637	1.2096	-2.5818
ITGA4B1_JAG1|1	ITGA4B1	JAG1|1	8.642	1.2772	-2.3425
ITGA6B4_JAG1|1	ITGA6B4	JAG1|1	8.685	1.3196	-2.4618
ITGA9B1_JAG1|1	ITGA9B1	JAG1|1	8.617	1.176	-2.5347
ITGAMB2_JAG1|1	ITGAMB2	JAG1|1	8.641	1.4141	-2.7631
ITGAVB6_JAG1|1	ITGAVB6	JAG1|1	8.763	1.4771	-2.5642
LAMB1_JAG1|1	LAMB1	JAG1|1	8.8	1.3206	-2.6186
LUM_JAG1|1	LUM	JAG1|1	8.906	1.0663	-2.6138
Laminin3B32_JAG1|1	Laminin3B32	JAG1|1	8.72	1.1927	-2.3239
NID1|1_JAG1|1	NID1|1	JAG1|1	8.394	1.4738	-1.7724
OMD_JAG1|1	OMD	JAG1|1	8.713	1.418	-2.6091
PECAM1|Long_JAG1|1	PECAM1|Long	JAG1|1	8.571	1.0528	-2.4156
POSTN|1_JAG1|1	POSTN|1	JAG1|1	8.525	1.2129	-2.4236
SPARC_JAG1|1	SPARC	JAG1|1	8.552	1.2323	-2.4768
SPP1|A_JAG1|1	SPP1|A	JAG1|1	8.769	1.4119	-2.6743
THBS1|1_JAG1|1	THBS1|1	JAG1|1	8.94	1.7438	-2.8133
TNC|1_JAG1|1	TNC|1	JAG1|1	8.86	1.5884	-2.6759
VCAM1|1_JAG1|1	VCAM1|1	JAG1|1	8.729	1.2475	-2.3443
VTN_JAG1|1	VTN	JAG1|1	8.693	1.2525	-2.276
ALCAM|1_JAG2|Long	ALCAM|1	JAG2|Long	8.892	0.6675	-2.3012
BCAN|1_JAG2|Long	BCAN|1	JAG2|Long	8.924	0.9416	-2.4943
BGN_JAG2|Long	BGN	JAG2|Long	8.591	0.5904	-2.3941
CD44|1_JAG2|Long	CD44|1	JAG2|Long	8.53	0.6707	-2.3727
CDH15_JAG2|Long	CDH15	JAG2|Long	8.904	1.0286	-2.4711
CDH1|1_JAG2|Long	CDH1|1	JAG2|Long	8.715	0.9628	-2.5079
CDH20_JAG2|Long	CDH20	JAG2|Long	8.577	0.7897	-2.3361
CDH3|1_JAG2|Long	CDH3|1	JAG2|Long	8.664	0.821	-2.4464
CDH6|1_JAG2|Long	CDH6|1	JAG2|Long	8.289	0.6734	-2.3333
CDH8_JAG2|Long	CDH8	JAG2|Long	8.601	0.7036	-2.3942
CEACAM6_JAG2|Long	CEACAM6	JAG2|Long	8.956	0.8882	-2.5886
COL1_JAG2|Long	COL1	JAG2|Long	7.827	0.4755	-2.3126
COL23A1|1_JAG2|Long	COL23A1|1	JAG2|Long	8.353	0.4563	-2.3798
COL2A1|2_JAG2|Long	COL2A1|2	JAG2|Long	8.418	0.7433	-2.5646
COL3A1|1_JAG2|Long	COL3A1|1	JAG2|Long	8.753	0.6931	-2.262
COL4_JAG2|Long	COL4	JAG2|Long	8.995	1.0063	-2.3175
COL5A1_JAG2|Long	COL5A1	JAG2|Long	8.309	0.3731	-2.226
DCN|A_JAG2|Long	DCN|A	JAG2|Long	8.373	0.9627	-2.3687
DSG2_JAG2|Long	DSG2	JAG2|Long	8.782	1.177	-2.5609
ECM1|1_JAG2|Long	ECM1|1	JAG2|Long	8.829	0.727	-2.3942
ELN|3_JAG2|Long	ELN|3	JAG2|Long	8.433	1.1615	-1.9542
FBN1_JAG2|Long	FBN1	JAG2|Long	8.475	0.645	-2.4588
FN1|1_JAG2|Long	FN1|1	JAG2|Long	8.991	1.0408	-2.5364
GAP43|1_JAG2|Long	GAP43|1	JAG2|Long	8.705	0.9247	-2.6288
HA<500kDa_JAG2|Long	HA<500kDa	JAG2|Long	8.847	0.8162	-2.3287
HA>500kDa_JAG2|Long	HA>500kDa	JAG2|Long	9.142	0.8538	-2.4525
ICAM1_JAG2|Long	ICAM1	JAG2|Long	8.463	0.7501	-2.3477
ITGA10B1_JAG2|Long	ITGA10B1	JAG2|Long	8.907	1.2285	-2.5516
ITGA2B1_JAG2|Long	ITGA2B1	JAG2|Long	8.511	0.9579	-2.6589
ITGA3B1_JAG2|Long	ITGA3B1	JAG2|Long	8.341	0.7502	-2.4458
ITGA4B1_JAG2|Long	ITGA4B1	JAG2|Long	8.27	0.8644	-2.523
ITGA6B4_JAG2|Long	ITGA6B4	JAG2|Long	8.204	0.7817	-2.425
ITGA9B1_JAG2|Long	ITGA9B1	JAG2|Long	8.915	1.0761	-2.7255
ITGAMB2_JAG2|Long	ITGAMB2	JAG2|Long	8.21	0.7646	-2.241
ITGAVB6_JAG2|Long	ITGAVB6	JAG2|Long	8.944	0.9841	-2.5124
LAMB1_JAG2|Long	LAMB1	JAG2|Long	8.916	0.8811	-2.5324
LUM_JAG2|Long	LUM	JAG2|Long	7.968	0.5558	-2.5121
Laminin3B32_JAG2|Long	Laminin3B32	JAG2|Long	8.998	1.086	-2.4508
NID1|1_JAG2|Long	NID1|1	JAG2|Long	9.292	1.8556	-2.2665
OMD_JAG2|Long	OMD	JAG2|Long	8.572	0.9475	-2.6416
PECAM1|Long_JAG2|Long	PECAM1|Long	JAG2|Long	8.712	0.934	-2.4392
POSTN|1_JAG2|Long	POSTN|1	JAG2|Long	9.12	1.1445	-2.5325
SPARC_JAG2|Long	SPARC	JAG2|Long	8.289	0.811	-2.3223
SPP1|A_JAG2|Long	SPP1|A	JAG2|Long	9.016	1.0732	-2.5896
THBS1|1_JAG2|Long	THBS1|1	JAG2|Long	9.23	1.2675	-2.7881
TNC|1_JAG2|Long	TNC|1	JAG2|Long	8.544	1.144	-2.6584
VCAM1|1_JAG2|Long	VCAM1|1	JAG2|Long	8.437	0.7575	-2.3384
VTN_JAG2|Long	VTN	JAG2|Long	8.453	0.8042	-2.6174
ALCAM|1_KITLG|1	ALCAM|1	KITLG|1	8.758	1.0801	-2.522
BCAN|1_KITLG|1	BCAN|1	KITLG|1	8.15	0.9105	-2.4474
BGN_KITLG|1	BGN	KITLG|1	8.536	1.0756	-2.4367
CD44|1_KITLG|1	CD44|1	KITLG|1	8.571	1.1185	-2.6002
CDH15_KITLG|1	CDH15	KITLG|1	8.349	1.043	-2.503
CDH1|1_KITLG|1	CDH1|1	KITLG|1	8.623	1.0828	-2.4742
CDH20_KITLG|1	CDH20	KITLG|1	8.542	0.9891	-2.5265
CDH3|1_KITLG|1	CDH3|1	KITLG|1	8.21	1.0255	-2.4527
CDH6|1_KITLG|1	CDH6|1	KITLG|1	8.46	1.0773	-2.4044
CDH8_KITLG|1	CDH8	KITLG|1	8.5	0.9713	-2.5469
CEACAM6_KITLG|1	CEACAM6	KITLG|1	8.412	1.0104	-2.6215
COL1_KITLG|1	COL1	KITLG|1	8.558	1.1062	-2.4517
COL23A1|1_KITLG|1	COL23A1|1	KITLG|1	8.687	1.0974	-2.4975
COL2A1|2_KITLG|1	COL2A1|2	KITLG|1	8.418	0.9757	-2.4779
COL3A1|1_KITLG|1	COL3A1|1	KITLG|1	8.523	1.1589	-2.4289
COL4_KITLG|1	COL4	KITLG|1	8.681	1.2616	-2.5498
COL5A1_KITLG|1	COL5A1	KITLG|1	8.63	1.0637	-2.4123
DCN|A_KITLG|1	DCN|A	KITLG|1	8.386	0.9429	-2.4582
DSG2_KITLG|1	DSG2	KITLG|1	8.573	1.1693	-2.5126
ECM1|1_KITLG|1	ECM1|1	KITLG|1	8.493	1.1362	-2.5074
ELN|3_KITLG|1	ELN|3	KITLG|1	8.134	1.1561	-1.9831
FBN1_KITLG|1	FBN1	KITLG|1	8.795	1.3128	-2.5942
FN1|1_KITLG|1	FN1|1	KITLG|1	8.533	1.2714	-2.5263
GAP43|1_KITLG|1	GAP43|1	KITLG|1	8.308	1.1534	-2.5513
HA<500kDa_KITLG|1	HA<500kDa	KITLG|1	8.036	0.8901	-2.5967
HA>500kDa_KITLG|1	HA>500kDa	KITLG|1	8.289	0.9953	-2.5425
ICAM1_KITLG|1	ICAM1	KITLG|1	8.461	0.9228	-2.493
ITGA10B1_KITLG|1	ITGA10B1	KITLG|1	8.459	1.0588	-2.6781
ITGA2B1_KITLG|1	ITGA2B1	KITLG|1	8.298	1.2008	-2.4669
ITGA3B1_KITLG|1	ITGA3B1	KITLG|1	8.566	1.1869	-2.4325
ITGA4B1_KITLG|1	ITGA4B1	KITLG|1	8.24	1.1694	-2.3479
ITGA6B4_KITLG|1	ITGA6B4	KITLG|1	8.268	1.0125	-2.5343
ITGA9B1_KITLG|1	ITGA9B1	KITLG|1	8.215	1.055	-2.5311
ITGAMB2_KITLG|1	ITGAMB2	KITLG|1	8.242	0.975	-2.578
ITGAVB6_KITLG|1	ITGAVB6	KITLG|1	8.364	1.0965	-2.4518
LAMB1_KITLG|1	LAMB1	KITLG|1	8.425	1.0537	-2.5741
LUM_KITLG|1	LUM	KITLG|1	8.497	1.1637	-2.6162
Laminin3B32_KITLG|1	Laminin3B32	KITLG|1	8.375	1.1787	-2.4892
NID1|1_KITLG|1	NID1|1	KITLG|1	8.104	1.6151	-0.989
OMD_KITLG|1	OMD	KITLG|1	8.72	1.3204	-2.7538
PECAM1|Long_KITLG|1	PECAM1|Long	KITLG|1	8.304	1.2231	-2.5762
POSTN|1_KITLG|1	POSTN|1	KITLG|1	8.281	1.1137	-2.4462
SPARC_KITLG|1	SPARC	KITLG|1	8.23	1.0669	-2.2215
SPP1|A_KITLG|1	SPP1|A	KITLG|1	8.375	1.1636	-2.5089
THBS1|1_KITLG|1	THBS1|1	KITLG|1	8.532	1.4113	-2.6484
TNC|1_KITLG|1	TNC|1	KITLG|1	8.559	1.1943	-2.4873
VCAM1|1_KITLG|1	VCAM1|1	KITLG|1	8.361	1.1245	-2.5178
